journal_id,transaction_date,account_id,department,amount,entry_type,description
JE-10060,2026-02-08,6100,Technology,5160.12,Debit,Simple let stay or focus.
JE-10060,2026-02-08,2000,Technology,-5160.12,Credit,Store beautiful think.
JE-10061,2026-02-07,6100,Technology,4995.46,Debit,Now property from management.
JE-10061,2026-02-07,1000,Technology,-4995.46,Credit,Consider deep something future.
JE-10062,2026-02-24,5000,Marketing,11356.7,Debit,New might course.
JE-10062,2026-02-24,1000,Marketing,-11356.7,Credit,Result major serve.
JE-10063,2026-02-19,5000,Marketing,16477.55,Debit,Large admit family identify.
JE-10063,2026-02-19,1000,Marketing,-16477.55,Credit,Fill ok list.
JE-10064,2026-02-15,6100,Operations,23195.99,Debit,You nearly goal law.
JE-10064,2026-02-15,2000,Operations,-23195.99,Credit,Edge building court.
JE-10065,2026-02-04,6300,Operations,12398.21,Debit,Week real course school everybody.
JE-10065,2026-02-04,1000,Operations,-12398.21,Credit,With modern executive beyond create.
JE-10066,2026-02-07,6300,Finance,4533.61,Debit,Few remain call.
JE-10066,2026-02-07,2000,Finance,-4533.61,Credit,Window network.
JE-10067,2026-02-19,6200,Technology,23199.69,Debit,Point sell bill.
JE-10067,2026-02-19,2000,Technology,-23199.69,Credit,Off light.
JE-10068,2026-02-12,6500,Marketing,17566.49,Debit,Whole education technology.
JE-10068,2026-02-12,2100,Marketing,-17566.49,Credit,State husband.
JE-10069,2026-02-03,6200,Operations,12423.45,Debit,Rather charge specific we be.
JE-10069,2026-02-03,1000,Operations,-12423.45,Credit,Budget share paper.
JE-10070,2026-02-22,6500,Marketing,24233.38,Debit,Simply herself training.
JE-10070,2026-02-22,2100,Marketing,-24233.38,Credit,Team wrong figure.
JE-10071,2026-02-17,5000,Sales,1993.46,Debit,Whether between several personal enough.
JE-10071,2026-02-17,1000,Sales,-1993.46,Credit,Church community.
JE-10072,2026-02-03,6400,Marketing,14812.35,Debit,Impact ready.
JE-10072,2026-02-03,1000,Marketing,-14812.35,Credit,Fact discuss religious reflect.
JE-10073,2026-02-13,5000,Marketing,1893.55,Debit,Under skin person.
JE-10073,2026-02-13,1000,Marketing,-1893.55,Credit,Interesting name positive.
JE-10074,2026-02-25,6500,Finance,2178.77,Debit,Author coach film.
JE-10074,2026-02-25,1000,Finance,-2178.77,Credit,Tv keep light fight I.
JE-10075,2026-02-08,6100,Marketing,10392.5,Debit,Management ball always it focus.
JE-10075,2026-02-08,2100,Marketing,-10392.5,Credit,Ago director purpose.
JE-10076,2026-02-24,5000,Marketing,15065.72,Debit,Week yourself public especially American.
JE-10076,2026-02-24,2000,Marketing,-15065.72,Credit,Like prepare trouble.
JE-10077,2026-02-05,6400,Marketing,16605.64,Debit,Job sport why like impact.
JE-10077,2026-02-05,2000,Marketing,-16605.64,Credit,Prove tax form really.
JE-10078,2026-02-08,6500,Operations,23400.3,Debit,Spend nearly lawyer fire.
JE-10078,2026-02-08,2100,Operations,-23400.3,Credit,Break significant ten stay.
JE-10079,2026-02-01,6300,Sales,8197.5,Debit,Left approach million performance material.
JE-10079,2026-02-01,1000,Sales,-8197.5,Credit,Service data near until.
JE-10080,2026-02-12,6300,Sales,16956.41,Debit,Building win participant dream.
JE-10080,2026-02-12,2000,Sales,-16956.41,Credit,Financial add impact.
JE-10081,2026-02-07,5000,Finance,23260.95,Debit,Left brother.
JE-10081,2026-02-07,2000,Finance,-23260.95,Credit,Marriage respond meeting.
JE-10082,2026-02-08,5000,Marketing,15718.4,Debit,Woman during necessary himself.
JE-10082,2026-02-08,1000,Marketing,-15718.4,Credit,Meet these tell everybody so.
JE-10083,2026-02-12,6200,Marketing,13672.04,Debit,Environment able rise study.
JE-10083,2026-02-12,1000,Marketing,-13672.04,Credit,Your majority chance Mrs generation.
JE-10084,2026-02-15,6100,Finance,23364.85,Debit,Help usually thank wonder draw.
JE-10084,2026-02-15,2000,Finance,-23364.85,Credit,Do simply analysis seat.
JE-10085,2026-02-20,6400,Technology,7482.19,Debit,History professional star wonder.
JE-10085,2026-02-20,2100,Technology,-7482.19,Credit,Who call whole forward.
JE-10086,2026-02-03,5000,Marketing,7911.67,Debit,Between treat address century.
JE-10086,2026-02-03,2100,Marketing,-7911.67,Credit,Avoid sit enter.
JE-10087,2026-02-17,6500,Sales,20519.05,Debit,Power system system teacher.
JE-10087,2026-02-17,1000,Sales,-20519.05,Credit,West phone thought maintain.
JE-10088,2026-02-15,6200,Operations,23503.79,Debit,Attention piece TV young section.
JE-10088,2026-02-15,1000,Operations,-23503.79,Credit,Within set region beyond.
JE-10089,2026-02-05,6100,Marketing,22297.96,Debit,Tough animal someone.
JE-10089,2026-02-05,2000,Marketing,-22297.96,Credit,Grow issue each.
JE-10090,2026-02-12,6500,Operations,7403.03,Debit,Color bad that.
JE-10090,2026-02-12,2000,Operations,-7403.03,Credit,Raise marriage on discussion point.
JE-10091,2026-02-13,6400,Sales,5488.13,Debit,Together let.
JE-10091,2026-02-13,2000,Sales,-5488.13,Credit,Quality citizen kid.
JE-10092,2026-02-10,5000,Finance,6652.47,Debit,Federal while real lead few.
JE-10092,2026-02-10,2100,Finance,-6652.47,Credit,Table blood high grow.
JE-10093,2026-02-08,5000,Sales,10877.61,Debit,Against stop how.
JE-10093,2026-02-08,1000,Sales,-10877.61,Credit,Not rate.
JE-10094,2026-02-21,6500,Operations,8672.14,Debit,Treat seat.
JE-10094,2026-02-21,2000,Operations,-8672.14,Credit,Simply discover soon.
JE-10095,2026-02-06,6400,Technology,4458.76,Debit,Per question return.
JE-10095,2026-02-06,2100,Technology,-4458.76,Credit,Pick tough position.
JE-10096,2026-02-09,5000,Finance,10978.33,Debit,Almost half capital travel.
JE-10096,2026-02-09,1000,Finance,-10978.33,Credit,Section compare car much.
JE-10097,2026-02-27,6400,Operations,23653.75,Debit,Maybe evening clearly trial want.
JE-10097,2026-02-27,1000,Operations,-23653.75,Credit,Second full boy.
JE-10098,2026-02-26,6400,Marketing,20947.58,Debit,Senior difficult put.
JE-10098,2026-02-26,1000,Marketing,-20947.58,Credit,Whose source hand so.
JE-10099,2026-02-01,6200,Finance,11029.77,Debit,Buy happy see energy herself.
JE-10099,2026-02-01,2000,Finance,-11029.77,Credit,Board doctor agent this.
JE-10100,2026-02-16,6200,Finance,22525.05,Debit,Determine as statement travel few.
JE-10100,2026-02-16,1000,Finance,-22525.05,Credit,Bring animal also you.
JE-10101,2026-03-04,6200,Finance,17210.63,Debit,Thought career law.
JE-10101,2026-03-04,2100,Finance,-17210.63,Credit,Industry score choice increase between.
JE-10102,2026-03-15,6400,Technology,22161.3,Debit,Voice evidence real describe.
JE-10102,2026-03-15,2100,Technology,-22161.3,Credit,Wear talk between rate.
JE-10103,2026-03-17,6100,Operations,4286.56,Debit,Art every why we.
JE-10103,2026-03-17,1000,Operations,-4286.56,Credit,Begin deep police wife.
JE-10104,2026-03-02,6100,Finance,22094.7,Debit,During call north attention.
JE-10104,2026-03-02,2100,Finance,-22094.7,Credit,Debate democratic thank forget challenge.
JE-10105,2026-03-28,6500,Technology,23149.94,Debit,Everyone worker.
JE-10105,2026-03-28,2100,Technology,-23149.94,Credit,Music sometimes body.
JE-10106,2026-03-26,6100,Sales,20363.36,Debit,Address so draw.
JE-10106,2026-03-26,2100,Sales,-20363.36,Credit,Administration enter camera inside.
JE-10107,2026-03-04,6300,Finance,3148.34,Debit,Live sing.
JE-10107,2026-03-04,1000,Finance,-3148.34,Credit,Order later develop past road.
JE-10108,2026-03-28,6200,Technology,5389.53,Debit,Feeling poor all your suggest.
JE-10108,2026-03-28,2000,Technology,-5389.53,Credit,Rather make travel available.
JE-10109,2026-03-03,6100,Operations,20603.14,Debit,Chance call person one Republican.
JE-10109,2026-03-03,1000,Operations,-20603.14,Credit,Yes most law painting.
JE-10110,2026-03-03,6200,Technology,16670.81,Debit,Table prepare.
JE-10110,2026-03-03,2000,Technology,-16670.81,Credit,Result Democrat later direction fund.
JE-10111,2026-03-14,6200,Sales,21676.65,Debit,Role fine fine effort.
JE-10111,2026-03-14,2100,Sales,-21676.65,Credit,Rather listen before.
JE-10112,2026-03-03,6200,Marketing,12980.44,Debit,Benefit school speech news.
JE-10112,2026-03-03,1000,Marketing,-12980.44,Credit,What no prove improve them.
JE-10113,2026-03-29,6100,Sales,3325.87,Debit,Test return why outside.
JE-10113,2026-03-29,2100,Sales,-3325.87,Credit,Billion medical choice lot.
JE-10114,2026-03-26,5000,Sales,24082.09,Debit,Suddenly happen several off.
JE-10114,2026-03-26,1000,Sales,-24082.09,Credit,Suddenly window stand party.
JE-10115,2026-03-20,6500,Sales,15116.0,Debit,Participant price.
JE-10115,2026-03-20,2000,Sales,-15116.0,Credit,Ahead event several.
JE-10116,2026-03-28,5000,Marketing,11191.65,Debit,Accept thank not husband.
JE-10116,2026-03-28,2000,Marketing,-11191.65,Credit,Scientist will begin.
JE-10117,2026-03-16,6200,Operations,22537.87,Debit,Information game have return.
JE-10117,2026-03-16,1000,Operations,-22537.87,Credit,Other third choose senior anyone.
JE-10118,2026-03-03,6400,Finance,17865.24,Debit,Product magazine kind event.
JE-10118,2026-03-03,2100,Finance,-17865.24,Credit,Box involve exist question main.
JE-10119,2026-03-21,6200,Operations,17328.0,Debit,Determine worker.
JE-10119,2026-03-21,2000,Operations,-17328.0,Credit,Account feeling.
JE-10120,2026-03-07,6400,Sales,2214.36,Debit,Share face build.
JE-10120,2026-03-07,2000,Sales,-2214.36,Credit,Section compare herself region.
JE-10121,2026-03-16,6500,Finance,16752.99,Debit,Author technology amount affect.
JE-10121,2026-03-16,2000,Finance,-16752.99,Credit,Television office.
JE-10122,2026-03-18,6200,Technology,12924.5,Debit,Face if whom commercial.
JE-10122,2026-03-18,2000,Technology,-12924.5,Credit,Least ready gun join black.
JE-10123,2026-03-14,6100,Marketing,17581.61,Debit,Model how financial fund.
JE-10123,2026-03-14,1000,Marketing,-17581.61,Credit,Single baby plan most.
JE-10124,2026-03-06,6500,Technology,10800.94,Debit,Go when population challenge.
JE-10124,2026-03-06,2100,Technology,-10800.94,Credit,Chair culture.
JE-10125,2026-03-19,6400,Marketing,22618.74,Debit,Concern significant.
JE-10125,2026-03-19,2000,Marketing,-22618.74,Credit,Less nor often race.
JE-10126,2026-03-27,6200,Finance,10448.84,Debit,Follow wife firm key light.
JE-10126,2026-03-27,2000,Finance,-10448.84,Credit,Field ever argue medical financial.
JE-10127,2026-03-14,6400,Marketing,5649.48,Debit,Hard expert.
JE-10127,2026-03-14,2100,Marketing,-5649.48,Credit,Past medical.
JE-10128,2026-03-14,6300,Technology,8395.11,Debit,West school American training occur.
JE-10128,2026-03-14,2100,Technology,-8395.11,Credit,Focus little character.
JE-10129,2026-03-02,6500,Technology,5735.68,Debit,Specific study.
JE-10129,2026-03-02,1000,Technology,-5735.68,Credit,Mean common.
JE-10130,2026-03-08,6400,Sales,16641.84,Debit,Yard model particular hair.
JE-10130,2026-03-08,2100,Sales,-16641.84,Credit,Hold simple quickly.
JE-10131,2026-03-02,5000,Sales,16007.05,Debit,Positive at behind question exist.
JE-10131,2026-03-02,1000,Sales,-16007.05,Credit,Their four old center glass.
JE-10132,2026-03-30,6100,Operations,16983.49,Debit,Can remember be next.
JE-10132,2026-03-30,1000,Operations,-16983.49,Credit,Spend prove stock school.
JE-10133,2026-03-21,6300,Operations,1098.42,Debit,Behavior provide meet adult final.
JE-10133,2026-03-21,2100,Operations,-1098.42,Credit,Game she court.
JE-10134,2026-03-30,6300,Finance,21318.57,Debit,Baby such big.
JE-10134,2026-03-30,2000,Finance,-21318.57,Credit,Strong this also from short.
JE-10135,2026-03-04,6100,Marketing,22210.35,Debit,Child Congress realize person.
JE-10135,2026-03-04,2100,Marketing,-22210.35,Credit,Return analysis hair.
JE-10136,2026-03-22,6300,Technology,17560.68,Debit,Particular sell six doctor.
JE-10136,2026-03-22,1000,Technology,-17560.68,Credit,Finally speak light.
JE-10137,2026-03-26,5000,Finance,4115.5,Debit,Question now key show.
JE-10137,2026-03-26,2000,Finance,-4115.5,Credit,Me industry class current.
JE-10138,2026-03-19,6300,Marketing,5861.61,Debit,Appear lose he.
JE-10138,2026-03-19,1000,Marketing,-5861.61,Credit,Represent middle.
JE-10139,2026-03-04,6300,Finance,14156.44,Debit,Several evening.
JE-10139,2026-03-04,1000,Finance,-14156.44,Credit,Challenge join watch develop later.
JE-10140,2026-03-11,6400,Marketing,20134.71,Debit,Increase how.
JE-10140,2026-03-11,2100,Marketing,-20134.71,Credit,Dog yes heart agreement.
JE-10141,2026-03-28,6400,Technology,8273.8,Debit,Social case expert stop.
JE-10141,2026-03-28,2100,Technology,-8273.8,Credit,Serve light past.
JE-10142,2026-03-28,6400,Technology,22354.5,Debit,Eight strong.
JE-10142,2026-03-28,2000,Technology,-22354.5,Credit,Vote participant institution simply down.
JE-10143,2026-03-04,6300,Technology,22481.6,Debit,Information soldier lead.
JE-10143,2026-03-04,2000,Technology,-22481.6,Credit,Student matter.
JE-10144,2026-03-17,6400,Sales,18918.53,Debit,Middle drop century investment pass.
JE-10144,2026-03-17,2000,Sales,-18918.53,Credit,Number cost property.
JE-10145,2026-03-16,6300,Sales,15855.34,Debit,Attack moment medical write.
JE-10145,2026-03-16,1000,Sales,-15855.34,Credit,After them analysis hit health.
JE-10146,2026-03-23,6200,Operations,17981.85,Debit,Small general run pick.
JE-10146,2026-03-23,2000,Operations,-17981.85,Credit,Same forward and national spend.
JE-10147,2026-03-06,5000,Marketing,8332.88,Debit,Wonder long consider care.
JE-10147,2026-03-06,1000,Marketing,-8332.88,Credit,Already cut social though.
JE-10148,2026-03-10,6500,Technology,4195.35,Debit,Middle writer myself.
JE-10148,2026-03-10,1000,Technology,-4195.35,Credit,Already positive experience.
JE-10149,2026-03-26,6300,Finance,17807.27,Debit,Tend forward.
JE-10149,2026-03-26,2000,Finance,-17807.27,Credit,Son join hundred.
JE-10150,2026-03-14,6300,Technology,8606.59,Debit,Fund cost reality happen.
JE-10150,2026-03-14,1000,Technology,-8606.59,Credit,Entire bar interesting issue yet.
JE-10151,2026-04-06,6300,Technology,5567.44,Debit,Fly bag produce.
JE-10151,2026-04-06,2100,Technology,-5567.44,Credit,Knowledge response coach.
JE-10152,2026-04-13,6400,Finance,23678.52,Debit,Amount thank good your.
JE-10152,2026-04-13,2000,Finance,-23678.52,Credit,Police social arm.
JE-10153,2026-04-20,6200,Sales,12186.0,Debit,Guy song quickly well.
JE-10153,2026-04-20,2000,Sales,-12186.0,Credit,Support question just.
JE-10154,2026-04-04,6400,Technology,21409.47,Debit,Sing hand him.
JE-10154,2026-04-04,2100,Technology,-21409.47,Credit,Allow check last he know.
JE-10155,2026-04-03,6100,Marketing,18498.53,Debit,Morning huge power.
JE-10155,2026-04-03,2000,Marketing,-18498.53,Credit,Whether ago control.
JE-10156,2026-04-16,6300,Technology,5875.83,Debit,Brother simple region Democrat partner.
JE-10156,2026-04-16,1000,Technology,-5875.83,Credit,Customer career available common.
JE-10157,2026-04-21,6500,Technology,10027.0,Debit,Specific whose.
JE-10157,2026-04-21,1000,Technology,-10027.0,Credit,Property remember nearly face.
JE-10158,2026-04-09,6400,Operations,21092.39,Debit,Republican until point.
JE-10158,2026-04-09,2100,Operations,-21092.39,Credit,Meeting building cut catch.
JE-10159,2026-04-23,6400,Technology,1160.68,Debit,Guess occur.
JE-10159,2026-04-23,2100,Technology,-1160.68,Credit,Sound necessary partner beat.
JE-10160,2026-04-09,6500,Finance,16743.49,Debit,Moment shoulder statement available.
JE-10160,2026-04-09,2000,Finance,-16743.49,Credit,Politics last quite general.
JE-10161,2026-04-26,6100,Technology,3824.64,Debit,Policy consider whom item treat.
JE-10161,2026-04-26,1000,Technology,-3824.64,Credit,Story million.
JE-10162,2026-04-09,6100,Sales,6873.83,Debit,Follow remember generation.
JE-10162,2026-04-09,2000,Sales,-6873.83,Credit,Thus suffer economy play nearly.
JE-10163,2026-04-04,6200,Technology,8507.72,Debit,Pass behavior political.
JE-10163,2026-04-04,2000,Technology,-8507.72,Credit,Walk child probably result painting.
JE-10164,2026-04-25,6300,Finance,6680.65,Debit,American tell ball we side.
JE-10164,2026-04-25,1000,Finance,-6680.65,Credit,Prepare short indicate.
JE-10165,2026-04-19,6200,Finance,18851.09,Debit,Threat nation politics few.
JE-10165,2026-04-19,1000,Finance,-18851.09,Credit,Source rate father.
JE-10166,2026-04-03,5000,Finance,16428.53,Debit,Citizen indeed.
JE-10166,2026-04-03,1000,Finance,-16428.53,Credit,Daughter parent fine responsibility.
JE-10167,2026-04-22,6400,Finance,5384.34,Debit,Wish candidate have no.
JE-10167,2026-04-22,1000,Finance,-5384.34,Credit,Drop business last cell.
JE-10168,2026-04-02,6500,Technology,6344.35,Debit,Ten industry while total.
JE-10168,2026-04-02,1000,Technology,-6344.35,Credit,Value return couple city.
JE-10169,2026-04-29,6300,Operations,14317.25,Debit,Material final age war.
JE-10169,2026-04-29,2100,Operations,-14317.25,Credit,Lead drive on any.
JE-10170,2026-04-09,6100,Sales,6777.97,Debit,Think pressure like Mr suggest.
JE-10170,2026-04-09,2100,Sales,-6777.97,Credit,Care enough hand idea.
JE-10171,2026-04-02,6100,Finance,15377.56,Debit,Now crime.
JE-10171,2026-04-02,2000,Finance,-15377.56,Credit,Eye hit late near stay.
JE-10172,2026-04-19,6200,Finance,3148.42,Debit,Budget window hour some fund.
JE-10172,2026-04-19,2100,Finance,-3148.42,Credit,Sense current meeting matter.
JE-10173,2026-04-02,6300,Technology,17095.01,Debit,Require sound mind.
JE-10173,2026-04-02,2100,Technology,-17095.01,Credit,Paper middle foreign.
JE-10174,2026-04-18,6500,Marketing,5359.08,Debit,Hotel pattern successful.
JE-10174,2026-04-18,2100,Marketing,-5359.08,Credit,From stock mother remember feel.
JE-10175,2026-04-24,6500,Sales,6449.81,Debit,Former body indicate film.
JE-10175,2026-04-24,2100,Sales,-6449.81,Credit,Ago listen whose situation simply.
JE-10176,2026-04-17,5000,Marketing,20235.44,Debit,On color.
JE-10176,2026-04-17,2000,Marketing,-20235.44,Credit,Return simple herself start drug.
JE-10177,2026-04-17,5000,Sales,13552.26,Debit,Course kid.
JE-10177,2026-04-17,2100,Sales,-13552.26,Credit,Charge real improve simple.
JE-10178,2026-04-27,6300,Finance,16364.81,Debit,Relationship million.
JE-10178,2026-04-27,2000,Finance,-16364.81,Credit,Foot production moment finish community.
JE-10179,2026-04-27,6500,Sales,3085.7,Debit,National put test race.
JE-10179,2026-04-27,2000,Sales,-3085.7,Credit,Particular court east.
JE-10180,2026-04-17,6100,Technology,17829.06,Debit,Walk word side.
JE-10180,2026-04-17,2100,Technology,-17829.06,Credit,Real major look.
